dzr_sng_id,valence,arousal,artist_name,track_name,sp_track_id,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence
15628780,-1.9352498567900003,-0.655809808621,Foo Fighters,Burn Away,4fYaRsv3SeLuwbqImVvxJt,0.000208,0.541,297880,0.884,1.63e-06,2,0.0993,-3.019,1,0.0477,126.506,4,0.329
15630504,-1.31853831116,0.9574539836210001,Craig Morgan,Almost Home,6FW9MTGMjR5A6q2o7PLuuz,0.302,0.525,289000,0.481,0.0,8,0.121,-6.715,1,0.0251,75.974,4,0.237
15630516,0.9436469601749999,0.75464367831,Craig Morgan,I Got You,43OvQi0oJuPBFGiPxIoPC5,0.316,0.588,233653,0.702,0.0,3,0.189,-5.295,1,0.0269,106.052,4,0.597
15630690,-0.38528455627999997,0.445818895224,Shayne Ward,Damaged,3Fck7PFDEUr5DJilItK5RI,0.325,0.64,248684,0.5,0.0,0,0.089,-10.772,0,0.0292,76.009,4,0.659
15630700,1.0719011311700002,0.8468301807240001,Shayne Ward,Melt The Snow,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
15634420,-1.84247024373,0.044807609724000004,Bullet For My Valentine,Curses,0vK2vpdIuM9jOUF0WfK6to,0.0079,0.237,239080,0.802,0.0,0,0.0875,-4.585,0,0.0607,169.968,4,0.0915
15636813,-0.143784681113,-0.13956539510399998,Earth_ Wind & Fire,Reasons,1srD2uc11TcQiOmHHrJp8M,0.212,0.604,299333,0.43,0.0,3,0.159,-10.624,1,0.0356,126.632,4,0.574
15636886,1.5412568207600001,1.70416465317,Earth_ Wind & Fire,Star,4e0Yl8XceW6RLi8zZpL1qW,0.191,0.61,264200,0.671,0.00271,7,0.0668,-11.086,1,0.0402,105.249,4,0.72
15645258,0.919087650836,-0.6327631830170001,Eurythmics,When Tomorrow Comes,37ChXB1nAYEFkzhNhgLt39,0.0727,0.421,268720,0.98,0.0,5,0.459,-2.201,1,0.0888,139.362,4,0.509
15645261,-0.292504943222,1.1003430623600001,Eurythmics,Would I Lie To You?,1lJZSsMoWEbrgaY6CxPMf8,0.0378,0.613,268240,0.912,3.65e-05,2,0.52,-4.639,1,0.0328,131.962,4,0.732
15646373,1.5412568207600001,1.70416465317,Take That Featuring Lulu,Relight My Fire,0DFA4eMq3mQe5ufcu88dMy,0.0305,0.727,230710,0.753,0.00143,9,0.0877,-11.856,1,0.0291,121.964,4,0.963
15647158,0.37332522108000005,-0.9231506656209999,The Strokes,Automatic Stop,6DUKQUhWqUySYngLXLNwP2,0.00336,0.68,207029,0.536,0.737,1,0.0884,-6.078,1,0.0384,105.917,4,0.959
15647160,1.1783248049700001,1.18331091453,The Strokes,Between Love & Hate,5OmumaYiHYXUsYZPGLFTYJ,5.35e-05,0.453,196348,0.61,0.545,9,0.101,-4.935,1,0.0254,104.188,4,0.525
15647162,-0.867374702562,-0.548258889135,The Strokes,Under Control,3kKb3U3a8jmUJQB9ypE1Jl,0.341,0.401,187153,0.723,0.775,1,0.0543,-4.651,1,0.0291,90.596,4,0.66
15647163,-1.1711824551299999,1.4368237961700001,The Strokes,The Way It Is,5MZBOcqI3Vpvp2PZy6ddyD,0.000179,0.481,141502,0.943,0.865,11,0.0985,-2.592,1,0.0495,137.091,4,0.877
15666016,-0.33343712545299997,-0.494483429397,Andrea Bocelli / Sarah Brightman,Canto Della Terra,6PrORvXRjGP3pUFkU0Y8DF,0.679,0.304,239893,0.526,0.0016,7,0.0922,-6.658,1,0.0355,129.991,4,0.0793
15677654,0.678952181743,-2.33360415255,A Fine Frenzy,Liar_ Liar,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
15677689,0.86451140786,-0.517530055,A Fine Frenzy,Electric Twist,2jQ7ZztDfmt4qeW0tOMIqY,0.079,0.773,271507,0.646,0.000297,8,0.0866,-4.902,1,0.125,135.0,4,0.858
15677690,1.5412568207600001,1.70416465317,A Fine Frenzy,Blow Away,2phwpCR68nWlTy8ao0PnK2,0.035,0.747,249747,0.789,3.88e-05,8,0.0701,-4.339,1,0.0429,136.014,4,0.891
15677691,-0.456233672148,1.6304154512399998,A Fine Frenzy,Happier,6U5WxUcdjsRs7vh6xxokaX,0.151,0.53,210107,0.501,1.33e-06,5,0.163,-5.22,1,0.0273,144.288,4,0.394
15677696,0.37332522108000005,-0.9231506656209999,A Fine Frenzy,Stood Up,5w0ZwBc0a5s3dNdenCh9wp,0.00628,0.39,287947,0.835,0.00408,0,0.128,-4.561,1,0.0368,150.079,4,0.482
15677697,-1.74696181852,1.12799901309,A Fine Frenzy,The Beacon,5eWzQQE7utIHtNPSBnothA,0.947,0.349,202787,0.132,0.000182,2,0.114,-11.587,1,0.0314,108.163,4,0.132
15679584,-1.05657234488,0.736206377828,Rory Gallagher,I'm Not Awake Yet,1bUnsxpEFIzu7mNpLXwdNg,0.0207,0.454,336706,0.725,0.00687,0,0.123,-11.683,0,0.0396,134.684,4,0.822
15680223,-1.34400722455,0.0048601253478000005,Leonard Cohen,Seems So Long Ago_ Nancy,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
15680436,-1.1002333392599999,-0.00743140831352,Leonard Cohen,Story Of Isaac,1ZiCDZqOcdRq1ZOY0y5Vex,0.937,0.527,216067,0.0948,0.0549,5,0.11,-18.771,1,0.0412,79.098,4,0.292
15680749,-1.34400722455,0.0048601253478000005,Leonard Cohen,The Old Revolution,5xTqhUcwPm8BSS8h7m3fYr,0.926,0.324,286093,0.168,0.0224,4,0.132,-16.57,1,0.042,173.41,3,0.476
15680757,0.270994765501,-0.618935207655,Leonard Cohen,You Know Who I Am,4ykN1N0jM24tSMGD1OY9Ly,0.931,0.61,208680,0.122,0.00256,4,0.107,-17.966,0,0.0349,131.291,3,0.195
15681239,-1.9352498567900003,-0.655809808621,Leonard Cohen,The Butcher,4gU72rTOyzRPyYB32R8Dl5,0.958,0.532,198693,0.0981,0.000918,4,0.112,-15.384,1,0.0381,89.06,4,0.136
15682324,-1.9352498567900003,-0.655809808621,Roger Waters,The Tide Is Turning (After Live Aid),2EuWDZ416Yyo7oKPZVVi2n,0.704,0.621,343693,0.21,0.0158,3,0.138,-18.579,1,0.0298,110.8,4,0.197
15685107,1.1537654956299999,-0.204095946793,Celtic Woman,The Butterfly,1Doqw5c9ilLdxIVbGIPW9k,0.732,0.485,180227,0.571,0.0,4,0.183,-8.763,0,0.0463,119.11,4,0.841
15696250,-1.05657234488,0.736206377828,Keith Urban,Everybody,6KCa9qGpQ8eCjjFDFwF1r6,0.0423,0.417,237173,0.488,0.0,2,0.0959,-7.029,1,0.0292,188.209,4,0.206
15697121,0.37332522108000005,-0.9231506656209999,Kaskade,Angel On My Shoulder,3zicUewvBzy8xAd8MlWPre,0.0635,0.674,229048,0.811,0.035,9,0.291,-5.192,0,0.0288,125.996,4,0.281
15698862,0.815392789182,0.662457175897,311,Nix Hex,7HQg6v3KK4lhzlBcci0lvi,0.0209,0.58,248600,0.822,8.87e-05,8,0.0692,-8.254,1,0.228,143.987,4,0.544
15698876,0.815392789182,0.662457175897,311,Applied Science,0Cl0kby8Npj0qPB220p1Uw,0.0152,0.739,164400,0.896,0.0,10,0.386,-7.335,0,0.0709,98.039,4,0.664
15703109,0.37332522108000005,-0.9231506656209999,Groove Armada,Your Song,7JPh976Qiaz6nI9UTeLC5i,0.106,0.722,307867,0.775,0.58,5,0.153,-11.253,1,0.0424,151.974,4,0.882
15718944,-1.9352498567900003,-0.655809808621,Maria Mena,Better Than Nothing,76nWfcADsYDJRTgguMGX4m,0.877,0.339,595093,0.0002,0.0,2,0.116,-11.118,1,0.0346,167.755,4,0.93
15720841,0.815392789182,0.662457175897,Priestess,Talk To Her,5tsa5jPfiVXtYZrHrlczbM,0.00186,0.31,190453,0.86,0.0,10,0.158,-3.361,0,0.0831,121.989,4,0.542
15731101,-0.869193910665,0.5088130052040001,Annie Lennox,Honestly,3ktfRLyATRORXePgvPi7IT,0.0508,0.593,301280,0.635,0.0,9,0.107,-9.128,0,0.0259,105.985,4,0.273
15735757,0.526138701412,-1.62837740909,Ziggy Marley,Shalom Salaam,3nnE2tL23dx1mTiUH1T2R3,0.319,0.853,304533,0.4,0.000117,7,0.0497,-9.643,0,0.138,74.003,4,0.755
15735760,0.526138701412,-1.62837740909,Ziggy Marley,Melancholy Mood,7nY59uK9jauHVfeppS65Ho,0.751,0.597,270667,0.28,0.00898,4,0.083,-10.433,0,0.0455,123.459,4,0.181
15736310,-1.60779239893,0.7915182792759999,Adema,Everyone,7BxzDfNz645XSXHFPYyZrm,1.25e-05,0.544,209427,0.866,0.00998,5,0.0969,-6.449,1,0.0644,91.988,4,0.424
15736315,-1.64053814472,-0.665028458862,Adema,Close Friends,6qSu4SigL8P2q5FUYEDYHW,3.66e-05,0.621,204067,0.93,0.0257,6,0.301,-5.474,1,0.0618,107.521,4,0.527
15736317,-1.4004026756299999,1.5382289488299998,Adema,Skin,3FgeBheC9khusu4jm9w7Oc,0.0005,0.469,203640,0.97,1.06e-05,2,0.353,-5.216,1,0.159,93.463,4,0.28
15740589,-1.85338549232,-0.9692439168279999,Jeff Buckley,The Man That Got Away,7EWAOqRNhO804rNIW0UTQR,0.956,0.337,227893,0.00617,0.0,0,0.764,-29.148,1,0.0455,77.595,4,0.14
15742660,-1.70057201199,1.84244440679,Lostprophets,Shinobi Vs. Dragon Ninja,5ljlhRnR56VvTQOC5V1DaP,0.01,0.388,167333,0.952,0.000126,0,0.113,-3.84,1,0.139,118.636,4,0.405
15756867,0.307833729509,0.61636392469,Until June,Sleepless,2esyqYHivukcwSk4ylm7F2,0.0952,0.455,175453,0.79,0.0,9,0.0887,-4.134,0,0.0313,101.044,4,0.467
15761172,0.37332522108000005,-0.9231506656209999,Sophie Zelmani,September Tears,46e2P96jHhjLCxprMGYbhQ,0.832,0.575,171467,0.209,0.47,10,0.303,-15.056,1,0.0431,132.056,3,0.407
15771099,0.37332522108000005,-0.9231506656209999,Next,Hold Me Down,1Mu4g5448zhQxCCrQOMf13,0.00299,0.799,225507,0.526,0.0,6,0.0834,-5.466,0,0.107,89.877,4,0.718
15782430,0.449731961246,-2.0754819457900004,Corinne Bailey Rae,I Would Like To Call It Beauty,0XFPXDISKbec6Ff4MdJHjX,0.937,0.292,258920,0.156,0.0786,10,0.118,-13.549,1,0.036,79.224,4,0.133
15801553,-0.87283232686,-0.280918032135,Bic Runga with The Christchurch Symphony,Bursting Through,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
15806818,0.250528674385,0.81917423,Kosheen,All In My Head,7sqTxwGE1JSnvF59QU5HH7,8.28e-05,0.585,245133,0.534,0.847,6,0.0942,-7.475,0,0.032,116.969,4,0.526
15847142,-1.70057201199,1.84244440679,Headstrong,Open Season,082XykSQmchohIlyGY0RpF,0.000522,0.486,291933,0.949,0.0,7,0.0517,-6.314,1,0.0921,173.788,4,0.763
15953453,-1.9352498567900003,-0.655809808621,Martina McBride,Independence Day,1nVoLxz8C0uGgMKfywy0vf,0.257,0.712,204627,0.63,6.65e-05,9,0.0999,-6.202,1,0.0299,118.378,4,0.768
15971597,0.253257486534,0.279883190879,The Crüxshadows,Cassandra,1VhbuEhWetrzxUYQTUapxt,0.033,0.599,412067,0.828,0.0385,2,0.728,-5.003,1,0.0344,126.972,4,0.237
15971602,-1.04019947199,-0.06581619317250001,The Crüxshadows,Untrue,4kHq21p8kHMDMdXDkC8BQ3,0.000895,0.638,355587,0.923,1.29e-06,9,0.0359,-6.535,1,0.0485,134.053,4,0.891
15979692,-1.05657234488,0.736206377828,October Tide,Grey Dawn,5M164DEJ6icCuz1QdX8Cit,2.34e-05,0.447,268867,0.807,0.0122,4,0.0497,-5.004,1,0.0337,109.305,4,0.274
16014317,-1.2748773167799998,-0.145711161934,Bob Dylan,Most Of The Time,7wLzlhL0tb3GhPhnIz7IpQ,0.0699,0.546,304307,0.624,0.328,0,0.169,-9.418,1,0.0403,146.435,4,0.266
16047286,0.815392789182,0.662457175897,Ringo Starr,Step Lightly,3GokT0uHQrOobTFph1AMnf,0.189,0.662,197933,0.266,2.05e-05,8,0.0708,-18.025,1,0.0462,121.179,4,0.555
16057976,-1.05657234488,0.736206377828,Coheed and Cambria,Time Consumer,01PW4iTCvh9cUHPF0eV7H3,0.000437,0.294,341693,0.959,5.32e-05,2,0.0858,-2.794,0,0.0627,155.541,4,0.481
16057977,1.5412568207600001,1.70416465317,Coheed and Cambria,Devil In Jersey City,14fcbToPrshMsN1IY8CKvE,0.000491,0.337,287867,0.976,0.0,2,0.0984,-3.654,1,0.141,82.22,4,0.494
16057987,0.13864737628499998,-0.36081300089699997,Coheed and Cambria,Everything Evil,4L8IFZ6XwOBDhbB7I1vRqV,0.000167,0.382,350707,0.827,1.23e-06,11,0.0996,-5.406,0,0.136,159.333,3,0.569
16162436,-1.04019947199,-0.06581619317250001,Glen Campbell,These Days,0gZtCsDf2YMBIUi4wRsitD,0.335,0.395,209613,0.549,3.48e-05,2,0.21,-7.079,1,0.0286,95.177,4,0.443
16169147,1.1783248049700001,1.18331091453,The Pains Of Being Pure At Heart,Young Adult Friction,6DQdSxAihGualboMJt2vcg,3.62e-05,0.462,243930,0.724,0.15,11,0.0587,-6.832,0,0.0394,163.079,4,0.824
16199400,-1.36219930554,-0.8125268627240001,Procol Harum,Whaling Stories,2XCeJkD7JkRG09XJsy0e7a,0.206,0.278,462333,0.395,0.235,7,0.777,-16.837,1,0.0607,142.77,4,0.14
16199402,-1.04838590843,0.335195092328,Procol Harum,All This And More,3W0zezKaproPQzVYUpJ0oh,0.259,0.381,228867,0.405,0.029,3,0.135,-14.477,1,0.0309,131.478,4,0.325
16199406,-1.05657234488,0.736206377828,Procol Harum,Shine On Brightly (Rehearsal),NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16199571,-0.07147115917050001,1.31237201791,The Undertones,Here Comes The Summer,6tVh4vdgv1kUnghTlMF4kM,0.01,0.299,99440,0.805,0.0107,9,0.18,-4.159,1,0.0571,184.337,4,0.643
16284040,0.678952181743,-2.33360415255,Kelly Jo Phelps,Big Shaky,6pUWaUk5JGtYshTDmWv4vA,0.838,0.553,289347,0.492,0.0299,3,0.118,-12.476,1,0.0328,151.915,4,0.556
16289173,-1.9352498567900003,-0.655809808621,Rickie Lee Jones,Sailor Song,23lIaJ44NoNfauoI7BOWj8,0.764,0.386,300440,0.122,0.000147,7,0.102,-12.99,1,0.0329,129.818,3,0.161
16301852,-1.9352498567900003,-0.655809808621,Eyes Set to Kill,The World Outside,5nwwXsCweESsMOnRs1CSq4,0.028,0.399,226600,0.788,0.0,11,0.148,-5.414,0,0.0618,164.93,3,0.259
16301859,-0.87283232686,-0.280918032135,Eyes Set to Kill,Come Home,7EMBpXEQJfLCuh5DmnZvqu,0.877,0.62,255080,0.594,3.78e-05,7,0.085,-6.976,1,0.0294,89.033,4,0.373
16303509,-1.00472491405,0.869876806328,In Flames,F(r)iend,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16306334,-1.9352498567900003,-0.655809808621,Heatmiser,Hitting On The Waiter,6NZTOoE5xb4XyCNM2JhBYK,0.000624,0.319,115800,0.915,0.000365,2,0.338,-8.641,1,0.0804,115.882,4,0.768
16309305,0.37332522108000005,-0.9231506656209999,The Swell Season,Paper Cup,0FiUCsisOtPMwsQ0V9aHsL,0.838,0.717,201827,0.246,0.561,9,0.124,-14.568,0,0.045,119.258,4,0.38
16320276,-1.4004026756299999,1.5382289488299998,Eyes Set to Kill,Young Blood Spills Tonight,3RHSYFTBiissAfcoLvAnUh,0.000203,0.244,268373,0.903,0.000234,2,0.107,-4.326,0,0.0882,87.152,3,0.215
16348157,0.678952181743,-2.33360415255,Amy Millan,Skinny boy,12DTMnp9HVukRbRAt9d0Z1,0.00704,0.308,209480,0.588,0.0109,5,0.151,-6.842,1,0.0305,157.805,4,0.407
16348169,1.1783248049700001,1.18331091453,Amy Millan,Blue in yr eye,7x4YSnylNCUp8kCRu9VziB,0.585,0.467,169187,0.64,0.00433,7,0.102,-8.738,1,0.0368,125.963,4,0.941
16369903,0.37332522108000005,-0.9231506656209999,James McMurtry,We Can't Make It Here,5YxWVwME2nR2VkfVDJHXKH,0.62,0.425,426053,0.711,0.00205,0,0.108,-7.557,1,0.0422,81.761,4,0.441
16385015,-1.39494505133,0.427381594741,Eyes Set to Kill,Give You My All,4x8fF0mCbpsv5u8JWeyVdq,0.455,0.329,155653,0.578,0.0,11,0.173,-5.675,0,0.0316,93.542,4,0.174
16386649,1.5412568207600001,1.70416465317,Amy Diamond,What's In It For Me,1x8EITlz68NFyqHGbdqROg,0.0138,0.842,197591,0.378,0.532,2,0.118,-9.329,0,0.0438,92.997,4,0.842
16386652,1.1783248049700001,1.18331091453,Amy Diamond,Shooting Star,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16389589,-0.409843865619,-0.10730011925899999,Christian Death,Cavity - First Communion,1UNPhyVMPovKpx5CkAG34g,0.0472,0.148,247413,0.861,0.0,2,0.266,-9.127,1,0.0833,170.125,4,0.0577
16389594,-0.308877816114,-0.10269079413799999,Christian Death,Stairs - Uncertain Journey,52gli0jgQP4U3OId6NQz3H,0.456,0.428,186560,0.906,4.23e-06,7,0.36,-8.604,1,0.0452,133.154,4,0.504
16401971,-1.8315549951299999,-0.8816667395350001,George Michael,They Won't Go When I Go,1IiN25dDcmKq6ZHq2JxaQv,0.918,0.389,306551,0.203,1.35e-06,5,0.103,-17.68,0,0.0345,122.32,3,0.159
16433484,0.722613176124,-0.0381602424484,George Michael,Father Figure,0L0T4tMAaGqLgIVj1MOj9t,0.163,0.689,336667,0.333,3.36e-05,3,0.0853,-13.288,1,0.0262,101.988,4,0.284
16433487,-0.634152224248,-0.29259498911,George Michael,You Have Been Loved,1W19bowAmX4WJusclbWIbM,0.243,0.605,330800,0.243,0.0712,4,0.113,-15.602,0,0.028,136.79,4,0.161
16433488,-0.163341168178,-0.244043431169,George Michael,Kissing A Fool,4ZCaO5I6XdIHb0X2UwNDtZ,0.168,0.394,275333,0.274,8.55e-06,5,0.105,-14.314,1,0.031,116.801,3,0.166
16433490,0.722613176124,-0.0381602424484,George Michael,Heal The Pain,2EBWsH43kZsQd6MSPygouy,0.633,0.758,279990,0.417,0.00253,2,0.154,-12.188,1,0.0298,104.771,4,0.729
16433491,0.722613176124,-0.0381602424484,George Michael,Moment With You,3kwuKy3v0jD1PUYgAegpLa,0.399,0.723,342667,0.394,0.024,9,0.318,-14.37,0,0.0366,142.652,4,0.578
16433493,0.13500896008500002,-0.0473788926898,George Michael,Cowboys And Angels,5zBji6TIyTQHhwyhnKcGRG,0.0807,0.357,434734,0.407,9.8e-05,10,0.144,-17.569,0,0.0326,127.929,3,0.298
16433495,-0.804741966577,-0.030258542242799998,George Michael,One More Try,5932kbyNt445gDTT2chRUS,0.434,0.551,350667,0.291,3.78e-05,5,0.11,-12.544,1,0.0283,119.005,3,0.0823
16433496,-0.330708313304,-0.312415087129,George Michael,A Different Corner,6khoye7kysa6cLGY0AO9dO,0.857,0.266,243533,0.287,0.00898,6,0.105,-10.34,1,0.0333,99.148,4,0.15
16433497,0.957291020918,0.390506993776,George Michael,Outside,6CTM0aon2TESJvdeacsqh9,0.0403,0.742,283427,0.849,0.00268,5,0.324,-8.173,1,0.0366,121.803,4,0.913
16433498,-1.9352498567900003,-0.655809808621,George Michael;George Michael Duet with Mary J. Blige,As,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16433507,-1.74423300637,1.3354186435200002,George Michael,Waiting For That Day,1y8pNONQUfiCDXWME7IQBa,0.217,0.612,289997,0.777,0.000454,0,0.104,-10.903,1,0.0403,172.412,4,0.557
16467015,-0.359360840867,0.113947486534,Leonard Cohen,Joan Of Arc,2SvFwRH1gyab3AkDiuRGPg,0.909,0.522,389467,0.109,5.87e-05,7,0.0986,-16.934,1,0.0363,118.55,4,0.122
16468067,1.5412568207600001,1.70416465317,Blackmore's Night,Home again,1Y3YNFcYtkcSdmf033b4UT,0.257,0.532,327800,0.626,0.0,7,0.807,-5.314,0,0.029,116.953,4,0.268
16488613,0.37332522108000005,-0.9231506656209999,The Roots,What They Do,1B53Y95tPd4ah4FExO0egE,0.341,0.885,357200,0.414,0.000289,0,0.0891,-10.539,1,0.168,92.727,4,0.683
16499761,0.37332522108000005,-0.9231506656209999,BBE,Seven Days And One Week (Radio Edit),47BPp5TPDpl0wCXB0FWXvg,0.00364,0.777,271569,0.931,0.865,1,0.0602,-8.543,1,0.0509,137.871,4,0.493
16501737,0.355587942113,-0.028941592207,Ben Folds,Bastard,5VuMpavvLB54yQC5mJt83P,0.114,0.431,323027,0.641,0.00616,7,0.103,-6.978,1,0.0285,138.542,4,0.452
16501739,-0.234654125667,-1.05774295915,Ben Folds,Jesusland,1A6DhJc3alZ0qzwdAXjDU4,0.36,0.382,268893,0.586,0.0215,8,0.309,-8.886,1,0.0323,109.487,4,0.14
16501742,-1.3894874270299997,-0.806381095894,Ben Folds,Late,7AUifOWpF0QJHAkIhLBzg4,0.361,0.4,236160,0.467,0.0208,5,0.117,-8.353,1,0.0305,77.413,4,0.405
16501743,-1.57322744505,0.204597547238,Ben Folds,Time,3EMiK4gFtHp29G3IrFMxU8,0.238,0.49,267907,0.598,0.00263,2,0.0981,-8.053,1,0.0286,103.484,4,0.261
16501744,-0.18062364512200002,-1.19971017286,Ben Folds,Prison Food,74k56xjvucElX9S5lY2O6t,0.265,0.357,255373,0.657,0.013,7,0.163,-7.461,1,0.0318,130.163,4,0.225
16501747,-1.37038574199,0.8883141068100001,Ben Folds,Give Judy My Notice,0yVPjazIKxqp007RPmAJWt,0.42,0.503,215267,0.624,0.000552,5,0.0623,-6.567,1,0.0301,126.876,4,0.426
16625759,-1.04019947199,-0.06581619317250001,Meat Beat Manifesto,Placebo,4HNOB92tGhO8S4OeZ3FlM8,2.38e-05,0.592,305733,0.788,0.211,6,0.368,-14.364,1,0.0492,124.175,4,0.162
16630556,1.0719011311700002,0.8468301807240001,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),10VbGCpgC4FtmYSwBLvIDX,0.553,0.323,204493,0.42,0.002,0,0.096,-10.658,0,0.0291,139.842,4,0.286
16630557,1.0719011311700002,0.8468301807240001,Diana Ross,I Thought It Took A Little Time (But Today I Fell In Love),1jzXG5nrBByopUda5aLIXX,0.396,0.402,205333,0.621,9.41e-05,6,0.215,-9.285,1,0.084,133.49,4,0.427
16630568,1.0719011311700002,0.8468301807240001,Diana Ross,Love Hangover,4UqPeeSyRt59KZmC0aA2Ni,0.24,0.508,468640,0.669,0.0154,1,0.0523,-10.34,1,0.0377,112.436,4,0.878
16672854,-0.447501473272,-1.00980597789,The Decemberists,I Was Meant For the Stage,6W53sHhE4RokGn7f0ZGFre,0.043,0.367,422080,0.49,5.55e-05,0,0.411,-8.029,1,0.0303,142.498,4,0.286
16673710,0.449731961246,-2.0754819457900004,Lambchop,The Man Who Loved Beer,66MnP8AcvYXBR38ycPqKlm,0.739,0.465,168773,0.299,0.809,0,0.114,-17.096,1,0.0852,142.47,4,0.449
16698649,1.1783248049700001,1.18331091453,Field Music,If Only The Moon Were Up,1YN19vZ57iGFWktw836JWg,0.0298,0.777,182720,0.37,3.97e-06,2,0.081,-11.271,1,0.351,141.86,4,0.557
16712420,0.57525732009,1.28010674207,Smokie Norful,I Understand,28q2Y3ZTMLEUmzAt2XNhrw,0.35,0.544,246467,0.595,0.0,8,0.198,-7.846,1,0.0721,121.839,4,0.418
16712487,1.28474847877,1.4368237961700001,Shaggy,Why You Treat Me So Bad,7gHqiLHgR5qNNJ7cDA3yPs,0.00945,0.824,230040,0.637,0.0,2,0.0926,-13.054,1,0.245,97.557,4,0.485
16756349,-1.04019947199,-0.06581619317250001,Eyedea & Abilities,Paradise,6QVCNnlFQyBJARYw6RqvX0,0.196,0.62,392907,0.531,3.36e-06,0,0.31,-10.335,1,0.279,76.783,4,0.639
16818205,1.5412568207600001,1.70416465317,Gotye,Learnalilgivinanlovin,7vfwUwOeVVH8hQsXYHgIAQ,0.205,0.726,169667,0.797,6.33e-05,5,0.0989,-4.404,1,0.043,128.991,4,0.701
16906529,-1.7087584484399998,1.7179926285299998,Say Anything,Admit It!!!,5Ol7hB6cX7o1tDOhbq1Jgm,0.00235,0.588,373998,0.965,0.0,11,0.134,-4.35,1,0.103,98.019,4,0.427
16927993,-1.18677566741,0.0487584598314,Morrissey,Everyday Is Like Sunday,0lVdukU9ejbFQwZIhg47hx,0.00345,0.6,215267,0.869,0.441,0,0.311,-5.126,1,0.0302,117.064,4,0.56
16927995,-1.4877246643900002,-0.36081300089699997,Morrissey,Angel Angel Down We Go Together,3BKHNOsYCU7YTHQ0jJM5wQ,0.743,0.519,99747,0.33,0.0,9,0.388,-8.08,0,0.0292,119.866,4,0.299
16928180,-0.8018832109909999,0.18923313017499999,Laura Marling,Night Terror,2OpSjm3ZtF7RxZCUhJCjg4,0.123,0.47,189360,0.378,3.96e-06,4,0.582,-7.436,0,0.0367,149.414,4,0.519
16956703,-1.04019947199,-0.06581619317250001,Evergrey,Madness caught another victim,4ncVlM6QOCVCzqk35GV9Mw,0.796,0.39,179840,0.367,0.0,6,0.0964,-9.852,0,0.0296,99.833,4,0.555
16956770,-1.05657234488,0.736206377828,Evergrey,Blinded,3wTXk2XBmIU7mKodW1FWnI,6.64e-05,0.427,274760,0.95,0.00156,0,0.128,-7.815,1,0.174,104.997,3,0.203
16956771,-1.32399593546,-0.622008091066,Evergrey,Fragments,2XpS8CSthLNajiuvydxCQo,0.00168,0.0996,337533,0.853,0.0418,2,0.222,-7.894,0,0.0592,177.038,3,0.418
16958075,-0.85464024587,0.7177690773450001,Kreator,Dystopia,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16958671,0.766274170504,-2.11235654676,Freedom Call,Flame in the Night,4gjjQICsQaMOQZlCDDx8Hs,0.0371,0.454,295733,0.909,0.0,11,0.137,-4.33,1,0.0445,139.98,4,0.352
16960120,-1.4004026756299999,1.5382289488299998,Tristania,Libre,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16960121,-0.6827250804970001,0.316757791845,Tristania,Equilibrium,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16960123,-1.05657234488,0.736206377828,Tristania,Cure,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16960124,-0.308877816114,-0.10269079413799999,Tristania,Circus,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
16960125,-1.1752756733499998,0.37898368097400004,Tristania,Shadowman,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
